Site ID,Name
10.236.64.211,"HON0471-M6K2S6-RT01	"
10.236.65.6,"LED0107-6120HS-RT01	"
10.236.68.30,"HOS0002-M6K2S6-RT01	"
10.236.64.21,"LED0070-6120HS-RT01	"
10.236.68.48,"LOY0009-6120HS-RT01	"
10.236.65.3,"LED0420-6120HS-RT01	"
10.236.70.47,"HOS0542-M6K2S6-RT01	"
10.236.80.208,"HEDB010-M6K2S6-RT01	"
10.236.70.18,"HOS0005-M6K2S6-RT01	"
10.236.68.79,"HOY0640-M6K2S6-RT01	"
10.236.81.116,"LED0042-6120HS-RT01	"
10.236.64.63,"HED0078-M6K2S6-RT01	"
10.236.68.92,"HOY0056-M6K2S6-RT01	"
10.236.68.49,"LOY0106-6120HS-RT01	"
10.236.64.34,"HED0069-M6K2S6-RT01	"
10.236.64.89,"HON0003-M6K2S6-RT01	"
10.236.78.72,"HKW0392-M62S6-RT01	"
10.236.72.15,"LKW0343_6120HS_RT01	"
10.236.64.73,"HED0040-M6K2S6-RT01	"
10.236.68.12,"HOY0055-M6K2S6-RT01	"
10.236.76.63,"HEK0033-M6K2S6-RT01	"
10.236.71.167,"LOS0432-6120HS-RT01	"
10.236.70.15,"HOY1034-M6K2S6-RT01	"
10.236.76.190,"HON0019-M6K2S6-RT01	"
10.236.76.189,"HON0514-M6K2S6-RT01	"
10.236.68.88,"HOY0808-M6K2S6-RT01	"
10.236.64.60,"HED0068-M6K2S6-RT01	"
10.236.79.137,"HOY0990-M6K2S6-RT01	"
10.236.68.45,"HOY0083-M6K2S6-RT01	"
10.236.68.10,"HOY0067-M6K2S6-RT01	"
10.236.64.152,"HON0041-M6K2S6-RT01	"
10.236.68.24,"LOY0635-6120HS-RT01	"
10.236.69.54,"LOY0077-6120HS-RT01	"
10.236.64.68,"HED0469-M6K2S6-RT01	"
10.236.64.15,"HED0502-M6K2S6-RT01	"
10.236.64.10,"HED0072-M6K2S6-RT01	"
10.236.81.108,"HED0052-M6K2S6-RT01	"
10.236.70.4,"HOY1002-M6K2S6-RT01	"
10.236.64.32,"LED0018-6120HS-RT01	"
10.236.64.41,"HED0106-M6K2S6-RT01	"
10.236.68.71,"HOY0042-M6K2S6-RT01	"
10.236.68.253,"LOY0044-6120HS-RT01	"
10.236.76.101,"LON0518-6120HS-RT01	"
10.236.80.172,"HON0013-M6K2S6-RT01	"
10.236.70.44,"LOS0618-6120HS-RT01	"
10.236.70.21,"HOS0009-M6K2S6-RT01	"
10.236.81.107,"HED0399-M6K2S6-RT01	"
10.236.74.1,"HKW0257-M6K2S6-RT01	"
10.236.68.35,"HOY0064-M6K2S6-RT01	"
10.236.70.69,"HOS0529-M6K2S6-RT01	"
10.236.70.51,"HOS0019-M6K2S6-RT01	"
10.236.64.16,"HED0323-M6K2S6-RT01	"
10.236.68.108,"HOS0001-M6K2S6-RT01	"
10.236.64.74,"HEDB07-M6K2S6-RT01	"
10.236.72.10,"HKW0014-M6K2S-RT01	"
