Site ID,Name
10.236.10.183,LOG1191-NSASK12-RT01
10.236.10.184,LLG4066-NSASK12-RT01
10.236.10.185,LLG2026-NSASK12-RT01
10.236.10.186,LLG2109-NSASK12-RT01
10.236.10.187,LOG1489-NSASK12-RT01
10.236.10.189,LLG0208-NSASK12-RT01
10.236.10.190,LLG2099-NSASK12-RT01
10.236.10.191,LLG0705-NSASK12-RT01
10.236.10.192,LLG1649-NSASK12-RT01
10.236.10.193,LOG0860-NSASK12-RT01
10.236.10.194,LOG0096-NSASK12-RT01
10.236.10.196,LOG1631-NSASK12-RT01
10.236.10.197,LLG3982-NSASK12-RT01
10.236.10.198,LLG2450-NSASK12-RT01
10.236.10.199,LLG2965-NSASK12-RT01
10.236.10.2,LLG2987-NSASK12-RT01
10.236.10.20,LLG3576-NSASK12-RT01
10.236.10.200,LLG0015-NSASK12-RT01
10.236.10.201,HLG3404-NSASM-RT01
10.236.10.202,HOG0205-NSASM-RT01
10.236.10.203,LOG1605-NSASK12-RT01
10.236.10.206,LOG1614-NSASK12-RT01
10.236.10.21,LOG1644-NSASK12-RT01
10.236.10.218,LLG4042-NSASK12-RT01
10.236.10.219,LLG3229-NSASK12-RT01
10.236.10.22,LOG1419-NSASK12-RT01
10.236.10.220,LLG3951-NSASK12-RT01
10.236.10.222,LLG4051-NSASK12-RT01
10.236.10.223,LLG3782-NSASK12-RT01
10.236.10.224,LLG2445-NSASK12-RT01
10.236.10.225,HLG0669-NSASM-RT01
10.236.10.226,LLG0703-NSASK12-RT01
10.236.10.227,LLG3527-NSASK12-RT01
10.236.10.228,LLG2157-NSASK12-RT01
10.236.10.229,LLG3675-NSASK12-RT01
10.236.10.230,LLG3404-NSASK12-RT01
10.236.10.233,LLG3512-NSASK12-RT01
10.236.10.234,LLG2808-NSASK12-RT01
10.236.10.236,LLG2138-NSASK12-RT01
10.236.10.238,LLG2946-NSASK12-RT01
10.236.10.240,LOG1539-NSASK12-RT01
10.236.10.241,LOG1409-NSASK12-RT01
10.236.10.242,LOG1915-NSASK12-RT01
10.236.10.26,LLG2173-NSASK12-RT01
10.236.10.27,LLG3824-NSASK12-RT01
10.236.10.28,LLG3947-NSASK12-RT01
10.236.10.30,LOG1353-NSASK12-RT01
10.236.10.31,LOG1221-NSASK12-RT01
10.236.10.32,LOG1431-NSASK12-RT01
10.236.10.33,LOG1051-NSASK12-RT01
10.236.10.38,LOG1498-NSASK12-RT01
10.236.10.4,LLG3162-NSASK12-RT01
10.236.10.40,LLG3830-NSASK12-RT01
10.236.10.41,LLG3324-NSASK12-RT01
10.236.10.42,LLG3751-NSASK12-RT01
10.236.10.43,LLG4061-NSASK12-RT01
10.236.10.44,LLG4032-NSASK12-RT01
10.236.10.45,LLG4056-NSASK12-RT01
10.236.10.46,LLG3971-NSASK12-RT01
10.236.10.47,LLG0994-NSASK12-RT01
10.236.10.48,LLG4014-NSASK12-RT01
10.236.10.49,LLG3968-NSASK12-RT01
10.236.10.5,LLG2128-NSASK12-RT01
10.236.10.50,LLG3995-NSASK12-RT01
10.236.10.51,LLG4048-NSASK12-RT01
10.236.10.52,LLG3992-NSASK12-RT01
10.236.10.56,LOG0146-NSASK12-RT01
10.236.10.57,LOG0603-NSASK12-RT01
10.236.10.58,LOG0628-NSASK12-RT01
10.236.10.6,LLG3171-NSASK12-RT01
10.236.10.61,LLG3768-NSASK12-RT01
10.236.10.63,LLG3981-NSASK12-RT01
10.236.10.64,LLG4052-NSASK12-RT01
10.236.10.65,LLG4001-NSASK12-RT01
10.236.10.66,HLG0911-NIXR-R6-RT01
10.236.10.67,HLG0984-NSASM-RT01
10.236.10.68,HLG3723-NSASM-RT01
10.236.10.69,HLG1760-NSASM-RT01
10.236.10.7,LLG2949-NSASK12-RT01
10.236.10.70,HLG0600-NSASM-RT01
10.236.10.71,HLG2558-NSASM-RT01
10.236.10.72,HLG0100-NSASM-RT01
10.236.10.73,HLG0834-NSASM-RT01
10.236.10.74,HLG0487-NSASM-RT01
10.236.10.76,HLG0958-NSASM-RT01
10.236.10.77,HLG2330-NSASM-RT01
10.236.10.78,HLG0453-NSASM-RT01
10.236.10.79,HLG2490-NSASM-RT01
10.236.10.8,LLG2342-NSASK12-RT01
10.236.10.80,HLG0872-NSASM-RT01
10.236.10.81,HLG3473-NSASM-RT01
10.236.10.82,HLG0099-NSASM-RT01
10.236.10.83,LCHATHUB-NSASK12-RT01
10.236.10.84,HLG2577-NSASM-RT01
10.236.10.85,HLG2576-NSASM-RT01
10.236.10.86,HLG0716-NSASM-RT01
10.236.10.87,HLG3291-NSASM-RT01
10.236.10.88,HLG0964-NSASM-RT01
10.236.10.89,HLG2502-NSASM-RT01
10.236.10.9,LLG2716-NSASK12-RT01
10.236.10.91,HLG1460-NSASM-RT01
10.236.10.92,HLG3744-NSASM-RT01
10.236.10.93,HLG0763-NSASM-RT01
10.236.10.96,HLG2418-NSASM-RT01
10.236.10.97,HLG0762-NSASM-RT01
10.236.10.98,HLG0884-NSASM-RT01
10.236.10.99,HLG0921-NIXR-R6-RT01
10.236.11.10,LOG1744-NSASK12-RT01
10.236.11.100,LOG1761-NSASK12-RT01
10.236.11.101,LOG1357-NSASK12-RT01
10.236.11.102,LOG1750-NSASK12-RT01
10.236.11.103,LOG1543-NSASK12-RT01
10.236.11.104,LOG0140-NSASK12-RT01
10.236.11.108,LOG1907-NSASK12-RT01
