Site ID,Name
10.232.107.234,Ibadan-CX600
10.238.65.2,CEN0099-CX600-X8-RSG-2
10.238.97.101,HBU0021-ATN910C-ASG-1
10.238.97.100,HBU0019-ATN910C-ASG-1
10.238.97.99,HBU0017-ATN910C-ASG-1
10.237.33.34,HIM0046-ATN-910C-CSG
10.237.33.33,HIM0048-ATN-950C-ASG-1
10.238.97.66,HGM0032-ATN910C-ASG-1
10.238.97.65,HGM0006-ATN910C-ASG-1
10.238.97.96,HBU0002-ATN910C-ASG-1
10.238.97.67,HGM0034-ATN910C-ASG-1
10.238.97.98,HBU0016-ATN910C-ASG-1
10.238.1.67,HSK0006-ATN910C-ASG-1
10.238.1.70,HSK0022-ATN910C-ASG-1
10.238.1.71,HSK0025-ATN910C-ASG-1
10.238.1.68,HSK0007-ATN910C-ASG-1
10.238.97.64,HGM0002-ATN910C-ASG-1
10.238.1.69,HSK0010-ATN910C-ASG-1
10.238.1.72,HSK0045-ATN910C-ASG-1
10.237.1.254,HBN0035-ATN-910C-
10.238.33.31,KN0071-ATN-910C-CSG
10.238.65.25,ENB01-CX600-X2-M8A-ASG
10.237.33.198,HCR0014-ATN-950C-ASG-1
10.238.65.26,CEN0026-CX600-X2-M8-RSG-2
10.238.65.31,HEN0030-ATN910C-CSG
10.238.65.30,HEN0119-ATN-910C-CSG
10.237.1.127,HBN0040-CX600-X2-M8A-ASG-1
10.238.129.222,HAN0012-ATN-910C-ASG-1
10.238.129.221,HAN0013-ATN-910C-ASG-1
10.238.129.224,HAN0027-ATN-910C-ASG-1
10.238.65.27,HEN0020-ATN950C-CSG
10.237.1.161,BN0027-ATN-910C-ASG-1
10.237.1.160,HBN0051-ATN-950C-ASG-1
10.237.1.164,HBN0030-ATN950-ASG-1
10.238.129.223,HAN0033-ATN-910C-ASG-1
10.238.65.29,HEN0120-ATN-910C-CSG
10.238.129.148,HDL0065-ATN950C-CSG-1
10.238.129.147,HDL0066-ATN950C-CSG-1
10.238.97.162,HAD0014-ATN-910C-CSG
10.238.97.161,HAD0021-ATN-910C-CSG
10.238.97.160,HAD0018-ATN-910C-CSG
10.238.129.149,HDL0069-ATN950C-CSG-1
10.238.97.163,HAD0410-ATN-910C-CSG
10.238.1.33,HKD0024-ATN-950C-ASG-1
10.238.1.42,HKD0425-ATN950C-ASG-1
10.238.1.39,HKD0010-ATN-950C-ASG-1
10.238.1.38,HKD0026-ATN-950C-ASG-1
10.238.1.34,KD0101-ATN950C-ASG-1
10.238.1.37,HKD0045-ATN950C-CSG-1
10.238.1.36,HKD0050-ATN950C-ASG-1
10.238.1.43,HKD0556-ATN950C-CSG
10.238.129.217,HAN0130-ATN950C-ASG-1
10.238.129.219,HAN0054-ATN950C-ASG-1
192.168.228.238,CLEK_HCE_RT02
192.168.224.242,CLEK_HCE_RT01
10.204.58.60,CABJ_HCE_RT02
10.204.58.59,CABJ_HCE_RT01
10.208.51.60,CBNN_HCE_RT02
10.208.51.59,CBNN_HCE_RT01
10.237.1.172,HAB0011-ATN-910C-CSG
10.237.1.173,HAB0069-ATN-910C-CSG
10.237.1.163,HBN0382-ATN910C-ASG1
10.237.1.162,HBN0330-ATN-910C-ASG-1
10.237.1.171,AB0480-ATN-910C-CSG
10.237.1.170,HAB0031-ATN910C-ASG
10.237.1.166,AB1119-ATN910C-CSG
10.237.1.165,AB1091-ATN-910C-CSG
10.237.1.169,AB0461-ATN-910C-CSG
10.237.1.167,AB0674-ATN910C-CSG
10.237.33.167,RV0118-ATN950C-ASG
10.237.33.171,HRV0110-ATN950C-ASG
10.237.33.38,HIM0067-ATN950C-ASG
10.237.33.39,HIM0058-ATN950C-CSG
10.237.33.40,HIMB01-ATN950C-ASG-1
10.237.1.140,BN0040-CX600-X2-M8-ROUTER2
10.237.33.41,IM0043-ATN910C-ASG
10.237.33.42,IM0023-ATN950C-ASG
10.237.1.204,AB0983-ATN910C-ASG
10.237.1.205,AB1058-ATN910C-ASG-
10.238.97.171,YB0049-ATN950C-ASG-1
10.237.33.43,IM0019-ATN950C-ASG-1
10.238.97.148,BR0025-ATN950C-ASG-1
10.238.129.228,AN0042-ATN950C-ASG
10.238.129.229,AN0043-ATN950C-ASG
10.238.129.230,ANB02-ATN950C-ASG
10.238.129.231,AN0066-ATN950C-ASG
10.238.129.232,AN0542-ATN950C-ASG
10.238.129.233,HAN0081-ATN950C-ASG
10.238.129.234,AN0070-ATN950C-ASG
10.238.129.235,HAN0031-ATN950C-CSG
10.238.97.170,YB0051-ATN-950C-ASG-1
10.237.33.131,IM0054-RNC-CX600-X2-M8-1
10.238.97.152,JG0004-ATN910C-ASG
10.238.97.104,BU0039-ATN910C-ASG
10.238.65.47,CR0051-ATN910C-ASG
10.238.65.48,CR0040-ATN910C-ASG
10.238.129.238,AN0062-ATN910C-ASG
10.238.129.237,AN0040-ATN950C-ASG
10.238.129.236,AN0019-ATN950C-ASG
10.237.33.44,IM0053-ATN950C-ASG
10.237.33.45,IM0052-ATN950C-ASG
10.237.33.46,IM0069-ATN950C-ASG
10.237.33.47,IM0041-ATN950C-ASG
10.237.33.48,IM0006-ATN950C-ASG
10.238.65.51,IM0087-ATN910C-ASG-1
10.238.97.166,AD0007-ATN-950C-ASG-1
10.238.33.103,KN0033-ATN910C-ASG
10.238.33.102,KN0075-ATN910C-ASG
10.238.33.100,KN0082-ATN-910C-ASG
10.238.33.101,KN0084-ATN-910C-ASG
10.237.1.212,AB0070-ATN910C-CSG
10.238.65.154,AIB01-ATN950C-ASG
10.238.65.50,EB0002-ATN910C-ASG
10.238.65.49,CR0058-ATN950C-ASG
10.237.1.242,NS0005-ATN910C-ASG
10.237.1.240,NS0001-ATN910C-ASG
10.237.1.187,AB0029-ATN910C-CSG
10.237.1.188,AB0065-ATN-950C-ASG-1
10.237.33.240,BY0001-ATN950B
10.237.33.241,BY0016-ATN950B
10.237.33.242,HBY0031-ATN910C-CSG
10.237.1.138,NI0018-ATN-950C-ASG-1
10.237.1.145,NI0336-ATN-910C-ASG
10.237.1.168,NI0391-ATN-910C-ASG
10.237.1.195,KD0094-ATN910C-ASG
10.237.33.226,RV0002-ATN910C-ASG
10.237.33.227,HRV0086-ATN-950C-ASG-1
10.237.33.228,RV0745-ATN910C-ASG
10.237.33.229,RV0704-ATN910C-ASG
10.237.33.230,RV0030-ATN910C-ASG
10.237.33.49,AI0325-ATN950C-ASG
10.237.33.50,IM0022-ATN950C-ASG-1
10.237.33.52,HIM0070-ATN-910C-ASG-1
10.237.33.54,IM0587-ATN-910C-ASG
10.238.1.98,ZM0004-ATN910C-ASG
10.237.1.211,AB0489-ATN950C-ASG
10.237.1.213,AB0090-ATN910C-ASG
10.238.97.167,PL0002-ATN950C-ASG
10.238.97.168,PL0004-ATN950C-ASG
10.238.97.169,PL0010-ATN910C-ASG
10.238.97.175,PL0016-ATN910C-ASG
10.238.33.90,KT0002-ATN950C-ASG
10.238.33.91,KT0019-ATN-950C-ASG-1
10.238.33.92,KT0412-ATN910C-ASG
10.238.33.93,KT0290-ATN910C-ASG
10.237.1.141,NI0011-ATN950C-ASG
10.237.1.142,NI0040-ATN910C-ASG
10.237.1.139,NI0038-ATN950C-ASG-1
10.238.129.239,AN0024-ATN950C-ASG
10.238.129.240,AN0038-ATN950C-ASG
10.237.1.250,BN0014-ATN910-ASG
10.237.1.251,BN0078-ATN910C-ASG
10.237.1.252,BN0067-ATN-950C-ASG-1
10.237.33.30,AK0052-ATN950C-ASG
10.237.33.31,AK0078-ATN-910C-ASG-1
10.237.1.214,AB0087-ATN910C-ASG-1
10.238.97.129,BR0001-ATN950C-RSG-2
10.238.1.44,KD0079-ATN910C-ASG
10.238.1.45,KD0083-ATN-950C-ASG-1
10.238.1.46,KD0138-ATN-950C-ASG-1
